Comunidad;Codigo Provincia;Provincia;Municipio;Votos;blancos;nulos;P.P.;P.S.O.E.;I.U.;CiU;UPyD
Extremadura                   ;10;Cáceres                       ;Garvín                                                                                              ;98;1;0;35;15;14;0;0
Extremadura                   ;10;Cáceres                       ;Gata                                                                                                ;1.077;7;36;478;467;0;0;0
Extremadura                   ;10;Cáceres                       ;Gordo (El)                                                                                          ;295;1;2;116;55;0;0;0
Extremadura                   ;10;Cáceres                       ;Granja (La)                                                                                         ;290;1;2;190;99;0;0;0
Extremadura                   ;10;Cáceres                       ;Guadalupe                                                                                           ;1.401;22;26;505;405;0;0;0
Extremadura                   ;10;Cáceres                       ;Guijo de Coria                                                                                      ;226;3;0;131;91;0;0;0
Extremadura                   ;10;Cáceres                       ;Guijo de Galisteo                                                                                   ;1.154;20;15;471;663;0;0;0
Extremadura                   ;10;Cáceres                       ;Guijo de Granadilla                                                                                 ;444;6;8;195;197;20;0;0
Extremadura                   ;10;Cáceres                       ;Guijo de Santa Bárbara                                                                              ;318;11;29;111;196;0;0;0
Extremadura                   ;10;Cáceres                       ;Herguijuela                                                                                         ;274;2;9;132;140;0;0;0
Extremadura                   ;10;Cáceres                       ;Hernán-Pérez                                                                                        ;352;7;3;116;229;0;0;0
Extremadura                   ;10;Cáceres                       ;Herrera de Alcántara                                                                                ;217;2;2;84;131;0;0;0
Extremadura                   ;10;Cáceres                       ;Herreruela                                                                                          ;310;3;6;78;102;0;0;0
Extremadura                   ;10;Cáceres                       ;Hervás                                                                                              ;2.288;67;188;917;1.304;0;0;0
Extremadura                   ;10;Cáceres                       ;Higuera                                                                                             ;109;0;0;55;53;0;0;0
Extremadura                   ;10;Cáceres                       ;Hinojal                                                                                             ;348;8;5;220;120;0;0;0
Extremadura                   ;10;Cáceres                       ;Holguera                                                                                            ;537;15;13;91;274;0;0;0
Extremadura                   ;10;Cáceres                       ;Hoyos                                                                                               ;539;13;38;162;364;0;0;0
Extremadura                   ;10;Cáceres                       ;Huélaga                                                                                             ;145;1;4;98;43;0;0;0
Extremadura                   ;10;Cáceres                       ;Ibahernando                                                                                         ;479;2;9;184;253;0;0;0
Extremadura                   ;10;Cáceres                       ;Jaraicejo                                                                                           ;419;4;18;228;187;0;0;0
Extremadura                   ;10;Cáceres                       ;Jaraíz de la Vera                                                                                   ;3.611;93;199;1.476;1.530;512;0;0
Extremadura                   ;10;Cáceres                       ;Jarandilla de la Vera                                                                               ;1.919;47;41;855;1.017;0;0;0
Extremadura                   ;10;Cáceres                       ;Jarilla                                                                                             ;121;4;7;22;84;0;0;0
Extremadura                   ;10;Cáceres                       ;Jerte                                                                                               ;855;12;13;254;431;0;0;0
Extremadura                   ;10;Cáceres                       ;Ladrillar                                                                                           ;180;1;6;113;57;0;0;0
Extremadura                   ;10;Cáceres                       ;Logrosán                                                                                            ;1.381;18;26;830;408;0;0;0
Extremadura                   ;10;Cáceres                       ;Losar de la Vera                                                                                    ;1.764;48;59;663;812;0;0;0
Extremadura                   ;10;Cáceres                       ;Madrigal de la Vera                                                                                 ;1.128;17;39;671;236;0;0;0
Extremadura                   ;10;Cáceres                       ;Madrigalejo                                                                                         ;1.362;8;32;487;494;373;0;0
Extremadura                   ;10;Cáceres                       ;Madroñera                                                                                           ;1.885;36;41;573;462;814;0;0
Extremadura                   ;10;Cáceres                       ;Majadas                                                                                             ;840;19;4;193;508;120;0;0
Extremadura                   ;10;Cáceres                       ;Malpartida de Cáceres                                                                               ;2.886;44;59;1.540;964;0;0;0
Extremadura                   ;10;Cáceres                       ;Malpartida de Plasencia                                                                             ;2.800;52;48;1.328;797;453;0;0
Extremadura                   ;10;Cáceres                       ;Marchagaz                                                                                           ;191;4;4;35;137;0;0;0
Extremadura                   ;10;Cáceres                       ;Mata de Alcántara                                                                                   ;281;2;1;83;196;0;0;0
Extremadura                   ;10;Cáceres                       ;Membrío                                                                                             ;629;8;4;80;196;0;0;0
Extremadura                   ;10;Cáceres                       ;Mesas de Ibor                                                                                       ;136;13;5;57;59;0;0;0
Extremadura                   ;10;Cáceres                       ;Miajadas                                                                                            ;6.094;52;83;3.081;2.426;535;0;0
Extremadura                   ;10;Cáceres                       ;Millanes                                                                                            ;241;2;1;145;94;0;0;0
Extremadura                   ;10;Cáceres                       ;Mirabel                                                                                             ;548;1;6;203;344;0;0;0
Extremadura                   ;10;Cáceres                       ;Mohedas de Granadilla                                                                               ;763;14;6;424;171;0;0;0
Extremadura                   ;10;Cáceres                       ;Monroy                                                                                              ;735;16;30;343;324;0;0;0
Extremadura                   ;10;Cáceres                       ;Montánchez                                                                                          ;1.269;35;27;505;729;0;0;0
Extremadura                   ;10;Cáceres                       ;Montehermoso                                                                                        ;3.772;40;65;1.321;1.540;871;0;0
Extremadura                   ;10;Cáceres                       ;Moraleja                                                                                            ;4.342;81;138;2.144;1.841;276;0;0
Extremadura                   ;10;Cáceres                       ;Morcillo                                                                                            ;313;2;4;121;190;0;0;0
Extremadura                   ;10;Cáceres                       ;Navaconcejo                                                                                         ;1.387;17;33;789;581;0;0;0
Extremadura                   ;10;Cáceres                       ;Navalmoral de la Mata                                                                               ;8.033;269;144;3.927;2.054;427;0;0
Extremadura                   ;10;Cáceres                       ;Navalvillar de Ibor                                                                                 ;338;7;11;93;137;0;0;0
Extremadura                   ;10;Cáceres                       ;Navas del Madroño                                                                                   ;1.054;18;60;433;603;0;0;0
Extremadura                   ;10;Cáceres                       ;Navezuelas                                                                                          ;511;4;1;242;190;0;0;0
Extremadura                   ;10;Cáceres                       ;Nuñomoral                                                                                           ;1.113;7;35;728;378;0;0;0
Extremadura                   ;10;Cáceres                       ;Oliva de Plasencia                                                                                  ;249;4;3;90;155;0;0;0
Extremadura                   ;10;Cáceres                       ;Palomero                                                                                            ;403;6;6;168;229;0;0;0
Extremadura                   ;10;Cáceres                       ;Pasarón de la Vera                                                                                  ;436;8;17;111;317;0;0;0
Extremadura                   ;10;Cáceres                       ;Pedroso de Acim                                                                                     ;100;0;1;44;37;0;0;0
Extremadura                   ;10;Cáceres                       ;Peraleda de la Mata                                                                                 ;982;10;9;369;429;0;0;0
Extremadura                   ;10;Cáceres                       ;Peraleda de San Román                                                                               ;254;2;1;160;92;0;0;0
Extremadura                   ;10;Cáceres                       ;Perales del Puerto                                                                                  ;684;7;16;276;334;67;0;0
Extremadura                   ;10;Cáceres                       ;Pescueza                                                                                            ;150;0;3;40;108;0;0;0
Extremadura                   ;10;Cáceres                       ;Pesga (La)                                                                                          ;838;8;16;433;397;0;0;0
Extremadura                   ;10;Cáceres                       ;Piedras Albas                                                                                       ;134;0;2;58;68;0;0;0
Extremadura                   ;10;Cáceres                       ;Pinofranqueado                                                                                      ;1.139;18;32;333;498;0;0;0
Extremadura                   ;10;Cáceres                       ;Piornal                                                                                             ;1.120;5;34;405;440;0;0;0
Extremadura                   ;10;Cáceres                       ;Plasencia                                                                                           ;21.661;571;449;11.959;5.275;1.680;0;629
Extremadura                   ;10;Cáceres                       ;Plasenzuela                                                                                         ;377;0;2;128;92;18;0;0
Extremadura                   ;10;Cáceres                       ;Portaje                                                                                             ;314;1;19;49;264;0;0;0
Extremadura                   ;10;Cáceres                       ;Portezuelo                                                                                          ;201;6;5;112;83;0;0;0
Extremadura                   ;10;Cáceres                       ;Pozuelo de Zarzón                                                                                   ;423;5;26;184;234;0;0;0
Extremadura                   ;10;Cáceres                       ;Puerto de Santa Cruz                                                                                ;307;1;2;170;106;0;0;0
Extremadura                   ;10;Cáceres                       ;Rebollar                                                                                            ;171;6;5;116;44;0;0;0
Extremadura                   ;10;Cáceres                       ;Riolobos                                                                                            ;919;20;28;459;440;0;0;0
Extremadura                   ;10;Cáceres                       ;Robledillo de Gata                                                                                  ;94;0;2;20;54;0;0;0
Extremadura                   ;10;Cáceres                       ;Robledillo de la Vera                                                                               ;246;2;10;101;143;0;0;0
Extremadura                   ;10;Cáceres                       ;Robledillo de Trujillo                                                                              ;324;2;0;84;238;0;0;0
Extremadura                   ;10;Cáceres                       ;Robledollano                                                                                        ;297;4;9;74;219;0;0;0
Extremadura                   ;10;Cáceres                       ;Romangordo                                                                                          ;193;3;6;22;163;0;0;0
Extremadura                   ;10;Cáceres                       ;Ruanes                                                                                              ;57;1;7;53;3;0;0;0
Extremadura                   ;10;Cáceres                       ;Salorino                                                                                            ;561;3;3;225;333;0;0;0
Extremadura                   ;10;Cáceres                       ;Salvatierra de Santiago                                                                             ;366;1;1;193;172;0;0;0
Extremadura                   ;10;Cáceres                       ;San Martín de Trevejo                                                                               ;580;6;28;253;321;0;0;0
Extremadura                   ;10;Cáceres                       ;Santa Ana                                                                                           ;257;2;1;138;88;0;0;0
Extremadura                   ;10;Cáceres                       ;Santa Cruz de la Sierra                                                                             ;269;8;0;172;89;0;0;0
Extremadura                   ;10;Cáceres                       ;Santa Cruz de Paniagua                                                                              ;305;1;3;165;139;0;0;0
Extremadura                   ;10;Cáceres                       ;Santa Marta de Magasca                                                                              ;263;2;8;50;211;0;0;0
Extremadura                   ;10;Cáceres                       ;Santiago de Alcántara                                                                               ;509;1;4;267;241;0;0;0
Extremadura                   ;10;Cáceres                       ;Santiago del Campo                                                                                  ;239;2;2;156;81;0;0;0
Extremadura                   ;10;Cáceres                       ;Santibáñez el Alto                                                                                  ;308;1;5;142;165;0;0;0
Extremadura                   ;10;Cáceres                       ;Santibáñez el Bajo                                                                                  ;578;2;5;267;198;111;0;0
Extremadura                   ;10;Cáceres                       ;Saucedilla                                                                                          ;468;3;5;117;246;0;0;0
Extremadura                   ;10;Cáceres                       ;Segura de Toro                                                                                      ;172;1;1;91;73;0;0;0
Extremadura                   ;10;Cáceres                       ;Serradilla                                                                                          ;1.143;11;83;533;288;112;0;0
Extremadura                   ;10;Cáceres                       ;Serrejón                                                                                            ;334;4;9;102;186;42;0;0
Extremadura                   ;10;Cáceres                       ;Sierra de Fuentes                                                                                   ;1.302;51;67;363;644;0;0;0
Extremadura                   ;10;Cáceres                       ;Talaván                                                                                             ;654;8;14;339;160;0;0;0
Extremadura                   ;10;Cáceres                       ;Talaveruela de la Vera                                                                              ;292;3;6;179;42;0;0;0
Extremadura                   ;10;Cáceres                       ;Talayuela                                                                                           ;4.053;51;47;1.408;1.313;0;0;0
Extremadura                   ;10;Cáceres                       ;Tejeda de Tiétar                                                                                    ;642;9;9;209;385;0;0;0
Extremadura                   ;10;Cáceres                       ;Toril                                                                                               ;104;4;13;24;58;0;0;0
Extremadura                   ;10;Cáceres                       ;Tornavacas                                                                                          ;873;11;17;409;383;0;0;0
Extremadura                   ;10;Cáceres                       ;Torno (El)                                                                                          ;685;8;10;406;271;0;0;0
Extremadura                   ;10;Cáceres                       ;Torrecilla de los Ángeles                                                                           ;538;3;6;278;257;0;0;0
Extremadura                   ;10;Cáceres                       ;Torrecillas de la Tiesa                                                                             ;958;2;5;383;506;67;0;0
Extremadura                   ;10;Cáceres                       ;Torre de Don Miguel                                                                                 ;411;7;13;81;222;0;0;0
Extremadura                   ;10;Cáceres                       ;Torre de Santa María                                                                                ;517;2;3;92;248;0;0;0
Extremadura                   ;10;Cáceres                       ;Torrejoncillo                                                                                       ;2.178;35;56;1.244;899;0;0;0
Extremadura                   ;10;Cáceres                       ;Torrejón el Rubio                                                                                   ;531;2;8;76;213;57;0;0
Extremadura                   ;10;Cáceres                       ;Torremenga                                                                                          ;428;3;12;293;132;0;0;0
Extremadura                   ;10;Cáceres                       ;Torremocha                                                                                          ;755;5;9;359;214;0;0;0
Extremadura                   ;10;Cáceres                       ;Torreorgaz                                                                                          ;1.208;11;7;662;535;0;0;0
Extremadura                   ;10;Cáceres                       ;Torrequemada                                                                                        ;435;5;23;314;116;0;0;0
Extremadura                   ;10;Cáceres                       ;Trujillo                                                                                            ;6.161;63;71;3.985;1.643;470;0;0
Extremadura                   ;10;Cáceres                       ;Valdastillas                                                                                        ;286;4;4;133;149;0;0;0
Extremadura                   ;10;Cáceres                       ;Valdecañas de Tajo                                                                                  ;126;0;0;79;45;0;0;0
Extremadura                   ;10;Cáceres                       ;Valdefuentes                                                                                        ;1.107;8;27;693;406;0;0;0
Extremadura                   ;10;Cáceres                       ;Valdehúncar                                                                                         ;155;1;2;83;64;0;0;0
Extremadura                   ;10;Cáceres                       ;Valdelacasa de Tajo                                                                                 ;481;0;5;249;232;0;0;0
Extremadura                   ;10;Cáceres                       ;Valdemorales                                                                                        ;166;3;3;36;119;0;0;0
Extremadura                   ;10;Cáceres                       ;Valdeobispo                                                                                         ;601;6;5;32;338;0;0;0
Extremadura                   ;10;Cáceres                       ;Valencia de Alcántara                                                                               ;3.602;71;79;1.345;1.695;0;0;0
Extremadura                   ;10;Cáceres                       ;Valverde de la Vera                                                                                 ;421;5;13;265;151;0;0;0
Extremadura                   ;10;Cáceres                       ;Valverde del Fresno                                                                                 ;1.483;32;77;653;798;0;0;0
Extremadura                   ;10;Cáceres                       ;Viandar de la Vera                                                                                  ;202;3;1;62;44;93;0;0
Extremadura                   ;10;Cáceres                       ;Villa del Campo                                                                                     ;431;2;6;225;204;0;0;0
Extremadura                   ;10;Cáceres                       ;Villa del Rey                                                                                       ;117;3;6;22;87;0;0;0
Extremadura                   ;10;Cáceres                       ;Villamesías                                                                                         ;202;10;24;72;120;0;0;0
Extremadura                   ;10;Cáceres                       ;Villamiel                                                                                           ;506;2;5;297;207;0;0;0
Extremadura                   ;10;Cáceres                       ;Villanueva de la Sierra                                                                             ;389;2;14;186;201;0;0;0
Extremadura                   ;10;Cáceres                       ;Villanueva de la Vera                                                                               ;1.271;18;30;335;633;0;0;0
Extremadura                   ;10;Cáceres                       ;Villar del Pedroso                                                                                  ;568;1;5;263;150;0;0;0
Extremadura                   ;10;Cáceres                       ;Villar de Plasencia                                                                                 ;187;1;7;128;12;0;0;0
Extremadura                   ;10;Cáceres                       ;Villasbuenas de Gata                                                                                ;355;2;18;141;212;0;0;0
Extremadura                   ;10;Cáceres                       ;Zarza de Granadilla                                                                                 ;1.288;19;38;776;493;0;0;0
Extremadura                   ;10;Cáceres                       ;Zarza de Montánchez                                                                                 ;494;3;2;236;215;0;0;0
Extremadura                   ;10;Cáceres                       ;Zarza la Mayor                                                                                      ;930;3;31;360;567;0;0;0
Extremadura                   ;10;Cáceres                       ;Zorita                                                                                              ;1.042;11;34;512;519;0;0;0
Extremadura                   ;10;Cáceres                       ;Rosalejo                                                                                            ;898;14;10;434;338;0;0;0
Extremadura                   ;10;Cáceres                       ;Vegaviana                                                                                           ;645;5;6;253;387;0;0;0
Extremadura                   ;10;Cáceres                       ;Alagón del Río                                                                                      ;680;3;10;113;279;0;0;0
Galicia                       ;15;A Coruña                      ;Abegondo                                                                                            ;3.675;105;58;1.874;161;0;0;0
Galicia                       ;15;A Coruña                      ;Ames                                                                                                ;13.205;537;344;5.932;3.698;423;0;0
Galicia                       ;15;A Coruña                      ;Aranga                                                                                              ;1.679;9;5;846;593;0;0;0
Galicia                       ;15;A Coruña                      ;Ares                                                                                                ;3.631;93;58;1.100;1.598;0;0;0
Galicia                       ;15;A Coruña                      ;Arteixo                                                                                             ;13.882;493;245;6.566;2.165;0;0;0
Galicia                       ;15;A Coruña                      ;Arzúa                                                                                               ;4.344;52;54;1.720;572;0;0;0
Galicia                       ;15;A Coruña                      ;Baña (A)                                                                                            ;3.105;23;21;1.743;1.127;0;0;0
Galicia                       ;15;A Coruña                      ;Bergondo                                                                                            ;4.081;81;72;1.376;1.130;0;0;0
Galicia                       ;15;A Coruña                      ;Betanzos                                                                                            ;7.655;218;200;3.132;2.513;0;0;0
Galicia                       ;15;A Coruña                      ;Boimorto                                                                                            ;1.673;18;9;670;789;0;0;0
Galicia                       ;15;A Coruña                      ;Boiro                                                                                               ;10.603;172;223;4.824;1.471;0;0;0
Galicia                       ;15;A Coruña                      ;Boqueixón                                                                                           ;3.028;53;50;2.155;406;0;0;0
Galicia                       ;15;A Coruña                      ;Brión                                                                                               ;4.318;111;75;1.435;2.339;0;0;0
Galicia                       ;15;A Coruña                      ;Cabana de Bergantiños                                                                               ;3.313;32;19;2.491;534;0;0;0
Galicia                       ;15;A Coruña                      ;Cabanas                                                                                             ;2.080;67;46;1.017;250;0;0;0
Galicia                       ;15;A Coruña                      ;Camariñas                                                                                           ;4.066;43;67;1.874;1.948;0;0;0
Galicia                       ;15;A Coruña                      ;Cambre                                                                                              ;11.114;520;231;3.194;2.197;1.188;0;0
Galicia                       ;15;A Coruña                      ;Capela (A)                                                                                          ;990;9;7;242;366;0;0;0
Galicia                       ;15;A Coruña                      ;Carballo                                                                                            ;17.876;380;190;6.114;1.523;0;0;0
Galicia                       ;15;A Coruña                      ;Carnota                                                                                             ;3.115;49;45;1.386;637;0;0;0
Galicia                       ;15;A Coruña                      ;Carral                                                                                              ;3.500;76;63;1.717;1.008;0;0;0
Galicia                       ;15;A Coruña                      ;Cedeira                                                                                             ;4.473;77;40;2.278;1.333;79;0;0
Galicia                       ;15;A Coruña                      ;Cee                                                                                                 ;5.034;111;91;1.278;600;0;0;0
Galicia                       ;15;A Coruña                      ;Cerceda                                                                                             ;3.996;42;43;1.434;1.886;0;0;0
Galicia                       ;15;A Coruña                      ;Cerdido                                                                                             ;886;9;7;434;313;0;0;0
Galicia                       ;15;A Coruña                      ;Cesuras                                                                                             ;1.647;15;11;917;191;0;0;0
Galicia                       ;15;A Coruña                      ;Coirós                                                                                              ;1.261;28;20;948;71;0;0;0
Galicia                       ;15;A Coruña                      ;Corcubión                                                                                           ;1.217;21;16;245;527;0;0;0
Galicia                       ;15;A Coruña                      ;Coristanco                                                                                          ;5.077;44;43;2.693;447;0;0;0
Galicia                       ;15;A Coruña                      ;Coruña (A)                                                                                          ;117.563;5.357;2.222;51.286;31.341;7.075;0;1.083
Galicia                       ;15;A Coruña                      ;Culleredo                                                                                           ;13.232;687;328;3.042;4.684;0;0;0
Galicia                       ;15;A Coruña                      ;Curtis                                                                                              ;3.049;40;38;1.956;537;0;0;0
Galicia                       ;15;A Coruña                      ;Dodro                                                                                               ;2.127;18;23;1.052;358;0;0;0
Galicia                       ;15;A Coruña                      ;Dumbría                                                                                             ;2.391;14;13;289;1.719;0;0;0
Galicia                       ;15;A Coruña                      ;Fene                                                                                                ;7.381;309;118;2.427;2.072;591;0;0
Galicia                       ;15;A Coruña                      ;Ferrol                                                                                              ;34.246;1.582;721;14.974;8.273;3.160;0;349
Galicia                       ;15;A Coruña                      ;Fisterra                                                                                            ;3.070;44;49;1.503;817;0;0;0
Galicia                       ;15;A Coruña                      ;Frades                                                                                              ;2.013;37;20;1.212;264;0;0;0
Galicia                       ;15;A Coruña                      ;Irixoa                                                                                              ;1.080;20;21;781;135;0;0;0
Galicia                       ;15;A Coruña                      ;Laxe                                                                                                ;2.357;19;41;763;1.007;0;0;0
Galicia                       ;15;A Coruña                      ;Laracha (A)                                                                                         ;7.523;125;107;5.407;952;0;0;0
Galicia                       ;15;A Coruña                      ;Lousame                                                                                             ;2.374;37;41;1.648;451;0;0;0
Galicia                       ;15;A Coruña                      ;Malpica de Bergantiños                                                                              ;4.247;75;75;1.617;1.207;0;0;0
Galicia                       ;15;A Coruña                      ;Mañón                                                                                               ;1.193;14;6;665;409;0;0;0
Galicia                       ;15;A Coruña                      ;Mazaricos                                                                                           ;3.277;11;10;1.544;156;0;0;0
Galicia                       ;15;A Coruña                      ;Melide                                                                                              ;4.997;82;109;2.755;545;0;0;0
Galicia                       ;15;A Coruña                      ;Mesía                                                                                               ;2.204;23;7;355;1.481;0;0;0
Galicia                       ;15;A Coruña                      ;Miño                                                                                                ;3.422;124;65;1.624;1.366;0;0;0
Galicia                       ;15;A Coruña                      ;Moeche                                                                                              ;1.014;13;3;266;38;0;0;0
Galicia                       ;15;A Coruña                      ;Monfero                                                                                             ;1.517;15;12;129;581;0;0;0
Galicia                       ;15;A Coruña                      ;Mugardos                                                                                            ;3.216;89;62;829;544;712;0;0
Galicia                       ;15;A Coruña                      ;Muxía                                                                                               ;3.971;32;46;1.353;2.290;0;0;0
Galicia                       ;15;A Coruña                      ;Muros                                                                                               ;5.717;165;107;1.762;2.282;0;0;0
Galicia                       ;15;A Coruña                      ;Narón                                                                                               ;17.009;796;278;5.496;1.527;544;0;0
Galicia                       ;15;A Coruña                      ;Neda                                                                                                ;3.343;99;57;1.489;873;486;0;0
Galicia                       ;15;A Coruña                      ;Negreira                                                                                            ;4.609;66;55;1.009;1.940;0;0;0
Galicia                       ;15;A Coruña                      ;Noia                                                                                                ;8.766;211;172;3.667;2.860;0;0;0
Galicia                       ;15;A Coruña                      ;Oleiros                                                                                             ;17.302;596;273;5.629;1.512;0;0;0
Galicia                       ;15;A Coruña                      ;Ordes                                                                                               ;8.437;142;144;2.956;757;0;0;0
Galicia                       ;15;A Coruña                      ;Oroso                                                                                               ;4.106;83;84;1.181;1.939;0;0;0
Galicia                       ;15;A Coruña                      ;Ortigueira                                                                                          ;4.669;37;44;2.288;1.853;0;0;0
Galicia                       ;15;A Coruña                      ;Outes                                                                                               ;4.383;65;46;2.890;521;0;0;0
Galicia                       ;15;A Coruña                      ;Oza dos Ríos                                                                                        ;2.118;37;31;1.422;474;0;0;0
Galicia                       ;15;A Coruña                      ;Paderne                                                                                             ;1.911;55;29;536;1.180;0;0;0
Galicia                       ;15;A Coruña                      ;Padrón                                                                                              ;5.816;86;80;2.190;1.187;0;0;0
Galicia                       ;15;A Coruña                      ;Pino (O)                                                                                            ;3.148;62;49;2.073;626;0;0;0
Galicia                       ;15;A Coruña                      ;Pobra do Caramiñal (A)                                                                              ;6.009;118;81;3.025;659;0;0;0
Galicia                       ;15;A Coruña                      ;Ponteceso                                                                                           ;4.047;48;41;2.293;793;0;0;0
Galicia                       ;15;A Coruña                      ;Pontedeume                                                                                          ;4.725;197;144;2.292;1.129;0;0;0
Galicia                       ;15;A Coruña                      ;Pontes de García Rodríguez (As)                                                                     ;6.811;158;90;660;4.430;0;0;0
Galicia                       ;15;A Coruña                      ;Porto do Son                                                                                        ;5.622;140;131;2.208;1.200;0;0;0
Galicia                       ;15;A Coruña                      ;Rianxo                                                                                              ;6.755;140;128;2.439;2.030;0;0;0
Galicia                       ;15;A Coruña                      ;Ribeira                                                                                             ;13.835;276;158;7.913;2.193;0;0;0
Galicia                       ;15;A Coruña                      ;Rois                                                                                                ;3.378;32;50;2.046;310;0;0;0
Galicia                       ;15;A Coruña                      ;Sada                                                                                                ;8.172;216;133;1.753;1.129;0;0;0
Galicia                       ;15;A Coruña                      ;San Sadurniño                                                                                       ;2.192;30;6;600;300;0;0;0
Galicia                       ;15;A Coruña                      ;Santa Comba                                                                                         ;6.989;61;54;2.502;1.866;0;0;0
Galicia                       ;15;A Coruña                      ;Santiago de Compostela                                                                              ;47.949;1.836;1.006;20.751;14.846;1.898;0;968
Galicia                       ;15;A Coruña                      ;Santiso                                                                                             ;1.450;11;8;625;329;0;0;0
Galicia                       ;15;A Coruña                      ;Sobrado                                                                                             ;1.656;10;13;951;130;0;0;0
Galicia                       ;15;A Coruña                      ;Somozas (As)                                                                                        ;880;16;8;699;85;0;0;0
Galicia                       ;15;A Coruña                      ;Teo                                                                                                 ;10.320;299;181;3.607;877;0;0;0
Galicia                       ;15;A Coruña                      ;Toques                                                                                              ;1.082;3;7;455;62;0;0;0
Galicia                       ;15;A Coruña                      ;Tordoia                                                                                             ;3.020;35;21;1.959;798;0;0;0
Galicia                       ;15;A Coruña                      ;Touro                                                                                               ;2.712;52;31;1.870;249;0;0;0
Galicia                       ;15;A Coruña                      ;Trazo                                                                                               ;2.562;29;18;1.713;729;0;0;0
Galicia                       ;15;A Coruña                      ;Valdoviño                                                                                           ;3.989;103;51;1.134;917;0;0;0
Galicia                       ;15;A Coruña                      ;Val do Dubra                                                                                        ;2.965;30;32;1.494;303;0;0;0
Galicia                       ;15;A Coruña                      ;Vedra                                                                                               ;3.447;49;37;1.567;1.304;0;0;0
Galicia                       ;15;A Coruña                      ;Vilasantar                                                                                          ;1.094;10;6;554;3;0;0;0
Galicia                       ;15;A Coruña                      ;Vilarmaior                                                                                          ;860;14;12;707;52;0;0;0
Galicia                       ;15;A Coruña                      ;Vimianzo                                                                                            ;5.800;59;58;1.480;1.132;0;0;0
Galicia                       ;15;A Coruña                      ;Zas                                                                                                 ;3.834;28;21;818;217;0;0;0
Galicia                       ;15;A Coruña                      ;Cariño                                                                                              ;2.534;58;37;836;703;0;0;0
